,f_preferred_name,Fe,Mg,Si,Unnamed: 4
9820,HIP 93710 ,-0.24,-0.16,-0.16,
9822,HIP 93716 ,0.04,0.3,0.38,
9823,HIP 28181 ,0.44,0.33,0.41,
9824,HIP 93717 ,-0.28,-0.13,-0.06,
9826,HIP 28188 ,-0.45,-0.55,-0.5,
9827,HIP 60956 ,-0.59,-0.34,-0.36,
9828,HIP 28193 ,0.03,0.0,-0.03,
9829,BD+44 03183 ,-0.44,-0.39,-0.43,
9830,HIP 60965 ,0.19,0.12,0.11,
9831,HIP 93733 ,-0.18,-0.08,-0.16,
9832,HIP 60973 ,0.16,0.14,0.14,
9834,HIP 93745 ,-0.36,-0.27,-0.3,
9835,HIP 93746 ,0.4,0.46,0.38,
9836,2MASS 19190326+5157453 ,-0.08,-0.07,-0.08,
9837,2MASS 19395911+5028122 ,0.15,0.09,0.21,
9838,HIP 60994 ,-0.12,-0.01,-0.08,
9840,2MASS 19200622+4820094 ,0.17,0.08,0.07,
9841,HIP 93772 ,0.05,0.16,0.05,
9842,HD 145955 ,-0.53,-0.24,-0.32,
9843,HIP 28245 ,0.0,0.12,0.1,
9844,HIP 93781 ,-0.26,-0.11,-0.15,
9845,2MASS 19304273+4643361 ,0.14,0.04,0.1,
9846,HIP 61020 ,0.2,0.08,0.03,
9848,2MASS 19503634+4021091 ,-0.1,0.02,-0.04,
9849,HIP 61028 ,0.24,0.44,0.2,
9850,HIP 28265 ,-0.18,0.04,-0.03,
9851,HIP 28267 ,-0.12,0.06,-0.04,
9852,2MASS 00383315+3433115 ,-1.38,-0.89,-1.03,
9853,Gaia DR2 2123486226903432448 ,-0.29,-0.37,-0.38,
9854,HIP 61044 ,0.3,0.2,0.23,
9856,HIP 28284 ,-0.1,-0.11,-0.24,
9857,HIP 61053 ,-0.06,0.06,-0.04,
9858,HIP 93822 ,0.21,0.81,0.22,
9859,HIP 61058 ,-0.24,-0.19,-0.11,
9860,HIP 93827 ,-0.57,-0.28,-0.37,
9863,HIP 93839 ,-0.12,0.03,-0.07,
9866,HIP 28307 ,-0.18,-0.12,-0.17,
9867,HIP 61078 ,-0.13,-0.01,0.02,
9870,HIP 93853 ,-0.15,-0.26,-0.21,
9871,HIP 93858 ,0.12,0.15,0.11,
9873,HIP 28328 ,-0.02,0.16,0.23,
9874,HIP 61097 ,0.06,0.14,0.03,
9875,HIP 93864 ,-0.18,-0.15,0.06,
9877,HIP 61100 ,-0.14,-0.13,-0.09,
9878,HIP 93871 ,-0.73,-0.06,-0.1,
9881,2MASS 19395491+4600203 ,0.29,0.24,0.24,
9885,2MASS 18534298+4735330 ,0.03,0.0,0.02,
9886,HIP 93889 ,0.26,0.25,0.29,
9887,HIP 61123 ,0.38,0.37,0.35,
9889,HIP 28358 ,-0.01,0.11,0.12,
9890,2MASS 19224373+3721184 ,0.04,0.01,0.08,
9893,HIP 61134 ,-0.16,0.06,0.05,
9894,HIP 28369 ,-0.14,-0.06,-0.14,
9895,HIP 61153 ,0.08,0.19,0.15,
9896,HIP 61157 ,-0.41,-0.32,-0.3,
9897,HIP 28390 ,0.29,0.5,0.51,
9899,HIP 28393 ,0.21,0.26,0.28,
9900,HIP 28403 ,-0.34,-0.17,-0.29,
9901,HIP 61173 ,0.07,0.14,0.11,
9902,HIP 61175 ,-0.51,-0.03,-0.21,
9903,HIP 93946 ,-0.75,-0.56,-0.55,
9904,HIP 28413 ,-0.55,-0.16,-0.28,
9906,HIP 93951 ,0.02,0.08,0.03,
9907,HIP 28417 ,-0.26,0.26,0.01,
9909,HIP 28428 ,-0.18,-0.07,-0.22,
9910,HIP 93966 ,0.18,0.19,0.16,
9911,HIP 93968 ,-0.22,-0.03,-0.06,
9913,HIP 93971 ,-0.01,0.03,-0.07,
9914,HIP 61205 ,-0.02,-0.05,-0.08,
9916,HIP 93972 ,-0.28,-0.06,-0.06,
9917,HIP 61218 ,-0.1,-0.14,-0.23,
9919,HIP 28460 ,-0.34,-0.21,-0.31,
9921,HIP 61246 ,0.16,0.22,0.26,
9922,HIP 61252 ,-0.09,-0.12,-0.21,
9923,HIP 94020 ,0.02,-0.03,-0.06,
9924,2MASS 19375876+4354490 ,-0.07,-0.06,-0.11,
9925,HIP 94031 ,0.07,0.23,-0.06,
9926,HIP 61264 ,-0.52,-0.37,-0.4,
9928,HIP 28508 ,0.31,0.23,0.3,
9929,HIP 94050 ,0.0,-0.1,0.1,
9930,HIP 61283 ,-0.26,-0.01,-0.08,
9931,HIP 28518 ,-0.12,-0.05,-0.13,
9932,HIP 28521 ,0.18,0.15,0.33,
9933,HIP 61291 ,-0.27,-0.17,-0.26,
9934,HIP 28524 ,-0.25,-0.03,0.16,
9935,HIP 61293 ,-0.11,-0.12,-0.13,
9936,HIP 94059 ,-0.5,-0.41,-0.55,
9937,HIP 94061 ,0.32,0.4,0.28,
9941,2MASS 19411202+4033237 ,0.05,-0.04,-0.08,
9942,HIP 61300 ,0.11,0.14,0.06,
9943,HIP 94068 ,0.0,-0.02,-0.03,
9944,HIP 94071 ,0.04,0.0,0.02,
9945,HIP 94075 ,0.27,0.22,0.2,
9946,HIP 94076 ,0.09,0.4,0.14,
9947,HIP 61309 ,-0.01,0.09,0.13,
9948,2MASS 19223006+4452262 ,-0.19,-0.15,-0.14,
9949,HIP 94083 ,0.06,-0.04,0.0,
9950,HIP 61317 ,-0.15,-0.08,-0.19,
9951,HIP 61320 ,-0.09,0.15,0.17,
9952,HIP 61323 ,-0.48,-0.3,-0.42,
9953,HIP 28556 ,0.1,0.09,0.13,
9955,2MASS 19361495+4703126 ,0.12,-0.13,0.1,
9957,2MASS 19161861+4600187 ,0.1,0.06,0.07,
9958,HIP 94112 ,-0.04,-0.04,-0.07,
9960,2MASS 19404359+4956448 ,0.12,0.04,0.04,
9961,HIP 61359 ,0.03,0.1,0.16,
9963,HIP 94129 ,-0.24,-0.02,-0.03,
9964,HIP 61363 ,-0.17,-0.16,-0.27,
9965,HIP 94132 ,-0.42,-0.28,-0.32,
9966,2MASS 19272353+4458056 ,0.2,0.2,0.18,
9968,HIP 28604 ,-0.29,-0.2,-0.27,
9970,2MASS 19290895+4311502 ,0.08,-0.04,0.03,
9971,HIP 94143 ,-0.31,-0.34,-0.34,
9973,HIP 61379 ,0.34,0.34,0.34,
9974,HD 172844 ,-0.26,-0.02,-0.16,
9975,HIP 94150 ,-0.04,0.09,0.07,
9976,HIP 94154 ,-0.03,0.01,-0.02,
9977,HIP 28622 ,-0.02,0.12,0.1,
9978,HIP 61391 ,-0.02,-0.05,0.02,
9981,HIP 94168 ,-0.07,-0.03,0.0,
9982,HIP 28634 ,-0.05,-0.03,-0.06,
9983,HIP 61406 ,0.06,0.08,0.04,
9984,HIP 28641 ,0.15,0.14,0.11,
9987,HIP 28646 ,-0.37,-0.33,-0.36,
9989,HIP 28671 ,-0.98,-0.7,-0.75,
9992,HIP 28677 ,-0.12,0.02,-0.04,
9993,HIP 61449 ,0.04,0.2,0.12,
9995,2MASS 12330390+4454552 ,0.3,0.3,0.25,
9996,HIP 94244 ,0.22,0.36,0.22,
9997,B-15 06276 ,0.04,0.04,0.03,
9998,HIP 94256 ,0.33,0.31,0.32,
9999,2MASS 19211530+3840187 ,0.08,-0.28,-0.16,
10001,HIP 61505 ,-0.06,0.1,0.02,
10002,2MASS 18451858+4735055 ,-0.02,-0.06,-0.03,
10004,HD 174704 ,0.6,0.01,0.57,
10006,HIP 28764 ,0.06,-0.04,-0.01,
10007,HIP 94302 ,0.18,0.15,0.31,
10008,HIP 28767 ,0.23,0.17,0.2,
10009,HIP 28769 ,0.07,0.31,0.23,
10010,HIP 61539 ,-0.33,-0.19,-0.26,
10012,HIP 61546 ,0.14,0.04,0.02,
10014,2MASS 19100162+4422298 ,-0.26,0.03,0.03,
10018,2MASS 19310830+4312575 ,0.19,0.11,0.14,
10019,HIP 94346 ,0.22,0.14,0.18,
10020,HIP 94347 ,-0.58,-0.5,-0.62,
10022,HIP 61580 ,-0.02,-0.03,-0.08,
10023,HIP 61589 ,0.06,0.07,-0.06,
10024,2MASS 22220308+4527265 ,0.22,0.1,0.14,
10025,HIP 94361 ,-0.44,-0.37,-0.48,
10026,HIP 61595 ,0.25,0.34,0.26,
10029,HIP 61597 ,0.33,0.26,0.43,
10030,HIP 94370 ,-0.02,0.02,-0.06,
10032,2MASS 19253263+4159249 ,0.08,0.06,0.07,
10034,HIP 94376 ,-0.09,-0.02,-0.01,
10035,HIP 28842 ,-0.31,-0.21,-0.29,
10036,HIP 61619 ,0.03,-0.05,0.04,
10037,HIP 94389 ,0.0,-0.37,-0.01,
10038,HIP 61631 ,-0.35,-0.18,-0.3,
10039,HIP 28869 ,0.17,-0.03,0.15,
10040,HD 189251 ,-0.14,-0.12,-0.11,
10041,HIP 94417 ,0.12,0.14,0.12,
10042,HIP 61662 ,0.42,0.29,0.37,
10046,HIP 28902 ,-0.09,-0.13,-0.11,
10048,HIP 28908 ,-0.14,-0.08,-0.12,
10050,HIP 94447 ,0.25,0.24,0.21,
10051,HIP 28913 ,0.21,0.29,0.19,
10052,HIP 94449 ,-1.0,-0.66,-0.78,
10053,HIP 61687 ,0.09,0.06,0.09,
10054,HIP 94465 ,0.28,0.14,0.08,
10055,HIP 61698 ,0.09,-0.03,0.07,
10057,HIP 28940 ,-0.67,-0.25,-0.37,
10058,HIP 28941 ,0.23,0.39,0.19,
10061,HIP 61719 ,0.07,0.32,0.34,
10062,HIP 94487 ,-0.59,-0.48,-0.42,
10063,HIP 28954 ,0.0,0.1,0.02,
10064,HIP 94490 ,0.03,0.03,-0.08,
10065,HIP 61724 ,0.13,0.21,0.15,
10067,2MASS 19492496+4118001 ,0.26,0.24,0.2,
10068,2MASS 19123474+5116322 ,0.06,0.04,0.05,
10069,2MASS 19045932+5014326 ,0.15,0.09,0.14,
10070,HIP 28963 ,-0.48,-0.49,-0.56,
10071,HIP 28964 ,-0.16,-0.2,-0.26,
10072,HIP 94501 ,-0.15,-0.14,-0.09,
10073,2MASS 05504470-2737050 ,0.14,0.14,0.12,
10074,HIP 61739 ,0.0,-0.01,-0.01,
10075,HIP 61740 ,0.32,0.32,0.62,
10076,HD 89484 ,-0.4,-0.13,-0.21,
10077,2MASS 19392772+4617090 ,0.1,0.1,0.07,
10078,HIP 61743 ,0.18,0.24,0.25,
10079,2MASS 19274421+4808299 ,0.02,0.02,-0.03,
10081,HIP 94516 ,-0.01,0.08,0.1,
10082,HIP 94521 ,-0.01,0.04,0.02,
10083,2MASS 19414423+4431520 ,-0.3,-0.14,-0.15,
10085,HIP 94528 ,-0.12,0.12,0.0,
10086,2MASS 18444674+4729496 ,0.38,0.31,0.35,
10087,HIP 28999 ,0.04,-0.11,0.03,
10088,HIP 29001 ,-0.57,-0.44,-0.48,
10090,HIP 94552 ,0.44,0.37,0.38,
10091,2MASS 19573158+4535320 ,0.22,0.19,0.2,
10092,HIP 94554 ,-0.9,-0.68,-0.77,
10093,2MASS 08374660+1926181 ,0.05,-0.01,0.09,
10094,HIP 94556 ,-0.04,0.05,0.09,
10096,Gaia DR2 2726339892542980864 ,0.29,0.25,0.3,
10097,HIP 61802 ,-1.21,-0.86,-1.02,
10099,HIP 94576 ,0.18,0.33,0.33,
10100,HIP 61811 ,0.03,0.1,-0.02,
10102,2MASS 19081593+4152296 ,-0.16,-0.12,-0.14,
10104,HD 16894 ,0.07,-0.21,0.24,
10105,HIP 29074 ,0.09,0.12,0.06,
10106,HIP 94615 ,0.13,0.14,0.14,
10107,HIP 61854 ,0.02,-0.01,0.03,
10108,HIP 94623 ,-0.11,0.03,-0.03,
10109,HIP 29094 ,0.19,0.29,0.22,
10110,2MASS 19180152+4522155 ,0.18,0.13,0.16,
10111,HIP 94645 ,0.23,0.16,0.18,
10112,HIP 94648 ,-0.13,0.38,0.36,
10113,HIP 94649 ,-0.06,-0.08,-0.11,
10116,HIP 94666 ,-0.36,-0.2,-0.34,
10117,2MASS 23364036-3436404 ,0.22,0.15,0.16,
10118,HIP 61901 ,-0.11,0.05,0.09,
10119,HIP 94674 ,0.08,-0.03,-0.13,
10120,HIP 94675 ,-0.15,-0.1,-0.18,
10122,HIP 94678 ,-0.13,0.0,-0.1,
10124,HIP 61940 ,0.02,0.08,0.0,
10125,HIP 61941 ,-0.03,0.04,-0.06,
10126,HIP 61946 ,-0.01,0.04,-0.07,
10127,HIP 94715 ,-0.19,-0.2,-0.15,
10128,HIP 94726 ,0.27,0.29,0.18,
10129,HIP 94728 ,-0.15,-0.02,-0.03,
10130,HIP 29193 ,0.34,0.33,0.39,
10131,2MASS 19114694+3913500 ,0.25,0.23,0.24,
10132,HIP 94734 ,0.16,0.2,0.12,
10133,HIP 61971 ,-0.54,-0.36,-0.48,
10134,HIP 29205 ,0.32,0.57,0.49,
10135,HIP 61974 ,-0.87,-0.44,-0.56,
10137,2MASS 06450653+0048548 ,0.15,-0.07,0.01,
10138,HIP 94751 ,0.09,0.01,0.05,
10140,HIP 94755 ,-0.18,-0.05,-0.2,
10141,HIP 94757 ,-0.16,-0.09,-0.13,
10142,2MASS 22044873-1201079 ,0.57,0.54,0.45,
10143,HD 215578 ,0.38,0.13,0.11,
10144,HIP 94760 ,-0.14,-0.11,-0.18,
10147,2MASS 19263522+4153047 ,-0.16,-0.22,-0.22,
10149,HIP 94777 ,0.29,0.18,0.29,
10150,B-09 06003 ,0.41,0.33,0.28,
10151,HIP 94779 ,0.08,-0.01,-0.05,
10152,HIP 62012 ,0.16,0.3,0.33,
10154,HIP 29246 ,-0.54,-0.14,-0.28,
10155,HIP 29248 ,-0.14,-0.01,-0.04,
10157,HIP 94785 ,0.08,0.07,0.38,
10158,2MASS 11091871-6105429 ,0.58,0.33,0.34,
10160,HIP 94801 ,-0.55,-0.63,-0.57,
10161,HIP 94802 ,-0.09,0.0,-0.05,
10162,HIP 94803 ,-0.07,-0.09,0.07,
10163,2MASS 08405252+1928595 ,0.11,0.07,0.11,
10164,HIP 29269 ,-0.64,-0.32,-0.39,
10165,HIP 29271 ,0.14,0.22,0.13,
10166,HIP 62039 ,0.14,0.2,0.11,
10168,HIP 62046 ,0.02,0.25,0.41,
10169,HIP 94813 ,-0.24,-0.11,-0.17,
10170,2MASS 19245834+4400313 ,0.0,0.0,0.0,
10172,HIP 62057 ,-0.04,0.02,-0.03,
10174,HIP 29294 ,0.07,0.28,0.24,
10176,HIP 29301 ,0.19,0.06,0.13,
10177,HIP 94842 ,0.03,0.13,0.02,
10178,HIP 94843 ,-0.54,-0.22,-0.29,
10179,HIP 62077 ,-0.46,-0.28,-0.27,
10180,HIP 94858 ,-0.26,-0.18,-0.11,
10181,HIP 62093 ,0.35,0.24,0.33,
10182,HIP 62103 ,-0.18,-0.24,-0.32,
10183,2MASS 19151032+4802248 ,0.06,-0.01,0.01,
10184,HIP 94873 ,0.13,0.41,0.13,
10185,HIP 62107 ,-0.37,-0.28,-0.33,
10186,HIP 62108 ,-1.57,-1.2,-1.31,
10187,2MASS 20550915-3408078 ,0.31,0.28,0.28,
10188,HIP 29349 ,0.27,0.31,0.29,
10190,HIP 94890 ,-0.11,-0.07,-0.13,
10191,HIP 62124 ,-0.01,-0.02,-0.02,
10192,HIP 62127 ,0.21,0.2,0.22,
10193,HIP 94896 ,-0.28,-0.28,-0.21,
10194,HIP 62129 ,0.12,0.09,0.07,
10195,HIP 94905 ,-0.01,-0.04,-0.08,
10196,2MASS 19224227+4817394 ,-0.32,-0.27,-0.29,
10197,2MASS 19211746+4402089 ,0.03,0.08,-0.17,
10198,HIP 62145 ,0.1,0.2,0.12,
10200,HIP 94915 ,-0.48,-0.18,-0.21,
10201,HIP 94916 ,-0.09,-0.02,0.09,
10202,HIP 94917 ,0.11,0.11,0.22,
10203,HIP 94918 ,-0.2,-0.1,-0.22,
10204,BD+20 02184 ,0.15,0.13,0.13,
10205,HIP 29391 ,0.26,0.09,0.21,
10206,BD+41 03408 ,-0.33,-0.17,-0.24,
10208,HIP 94931 ,-0.52,-0.29,-0.34,
10209,2MASS 19373385+4445466 ,0.15,0.12,0.16,
10210,HIP 62175 ,0.16,0.28,0.12,
10211,HIP 94949 ,0.25,0.14,0.23,
10212,HIP 94950 ,0.29,0.21,0.28,
10213,HIP 94951 ,0.06,0.08,0.1,
10214,HIP 29421 ,-0.43,-0.29,-0.41,
10217,HIP 29432 ,-0.05,-0.02,-0.08,
10218,HD 117190b ,-0.04,-0.1,-0.06,
10219,HIP 62207 ,-0.46,-0.3,-0.42,
10220,HIP 62208 ,-0.35,-0.18,-0.21,
10221,HIP 29442 ,0.3,0.38,0.29,
10222,HIP 94981 ,0.1,0.13,0.03,
10223,HIP 94982 ,0.0,0.14,0.12,
10224,2MASS 11442963+0316205 ,-0.11,-0.13,-0.19,
10226,2MASS 19025123+4136211 ,0.07,-0.1,-0.02,
10228,BD+15 04556 ,0.21,-0.05,-0.11,
10230,HIP 95006 ,0.15,0.08,0.11,
10231,HIP 62240 ,-0.33,-0.5,-0.44,
10232,HIP 95015 ,0.4,0.42,0.39,
10233,2MASS 19004559+4601406 ,0.29,0.2,0.25,
10234,HIP 62268 ,0.08,0.22,0.21,
10235,HIP 95038 ,-0.79,-0.41,-0.63,
10236,2MASS 09534008-4539330 ,0.34,0.26,0.24,
10238,HIP 95056 ,-0.29,-0.14,-0.2,
10239,HIP 29525 ,0.01,0.04,-0.06,
10240,HIP 95062 ,-0.64,-0.37,-0.53,
10242,HIP 95074 ,-0.73,-0.53,-0.52,
10243,HIP 62307 ,-0.49,-0.15,-0.16,
10244,2MASS 19182590+4420435 ,0.25,0.24,0.25,
10246,HIP 29550 ,0.4,0.52,0.43,
10248,2MASS 19173473+4146564 ,0.43,0.37,0.38,
10249,HIP 62325 ,0.08,0.1,0.15,
10250,HIP 95093 ,-0.1,-0.02,-0.05,
10251,2MASS 19402853+4828526 ,-0.02,0.0,-0.05,
10252,HIP 95098 ,-0.08,0.01,-0.12,
10253,HIP 29568 ,0.04,0.02,0.01,
10255,HIP 95106 ,-0.13,-0.21,-0.24,
10256,HIP 29573 ,0.08,0.22,0.25,
10257,HIP 29575 ,-0.04,0.11,0.01,
10258,HIP 62345 ,0.28,0.3,0.27,
10259,HIP 62349 ,0.0,-0.05,-0.04,
10260,HIP 62350 ,0.29,0.42,0.24,
10261,HIP 62356 ,-0.13,0.12,0.17,
10262,HIP 95124 ,0.26,0.1,0.35,
10263,2MASS 19495311+1507040 ,-1.23,-0.82,-1.03,
10265,2MASS 19443187+4858386 ,0.08,0.02,0.04,
10266,2MASS 19293834+4418503 ,0.17,0.04,0.13,
10267,HIP 95143 ,-0.62,-0.46,-0.5,
10268,HIP 95149 ,0.04,0.18,0.03,
10269,HIP 62388 ,-0.23,-0.07,-0.17,
10270,HIP 95164 ,0.07,0.1,0.04,
10271,HIP 62405 ,0.11,0.2,0.09,
10272,2MASS 19434095+4726550 ,0.02,-0.03,-0.08,
10273,2MASS 08361626+1722539 ,0.17,0.03,0.15,
10274,BD+47 00451 ,-0.96,-0.78,-0.85,
10276,HIP 29650 ,0.09,-0.06,0.06,
10277,2MASS 18540174+4833093 ,-0.17,-0.16,-0.19,
10279,HIP 95202 ,0.1,0.22,0.05,
10280,HIP 95203 ,0.0,0.01,0.02,
10281,HIP 29673 ,-0.2,-0.07,-0.17,
10282,HIP 95222 ,-0.04,0.13,0.2,
10283,BD+47 02951 ,-0.01,0.1,-0.01,
10284,HIP 62459 ,-0.49,-0.22,-0.31,
10285,HIP 29692 ,0.13,0.36,0.18,
10286,HIP 29696 ,-0.28,-0.01,-0.08,
10287,HIP 95235 ,0.19,0.3,0.3,
10288,HIP 62471 ,-0.29,-0.51,-0.21,
10289,HIP 62472 ,-0.4,-0.35,-0.55,
10290,HD 201967 ,-0.32,-0.33,-0.21,
10291,HIP 62476 ,-0.2,-0.02,-0.11,
10294,HIP 29716 ,-0.14,-0.02,-0.13,
10295,HIP 95256 ,0.25,0.32,0.26,
10296,HIP 29722 ,0.09,0.03,0.09,
10297,HIP 95262 ,-0.52,-0.22,-0.33,
10298,HIP 62500 ,-0.32,-0.16,-0.21,
10299,HIP 95268 ,-0.22,-0.03,-0.03,
10300,HIP 95270 ,0.01,0.17,0.15,
10301,HIP 62505 ,0.05,-0.13,-0.04,
10302,HIP 62507 ,-0.13,-0.02,-0.06,
10303,HIP 29740 ,-0.45,0.05,-0.22,
10305,2MASS 19284107+4054587 ,0.05,0.04,0.0,
10306,HIP 62523 ,0.14,0.15,0.09,
10308,HIP 95293 ,-0.28,-0.24,-0.11,
10309,HIP 95294 ,-0.33,-0.05,-0.3,
10311,HIP 62527 ,0.15,0.2,0.14,
10312,HIP 29761 ,0.0,0.16,0.1,
10315,HIP 62534 ,-0.4,-0.1,-0.23,
10316,HIP 62536 ,0.07,0.14,0.1,
10317,HIP 62542 ,-0.18,0.03,-0.07,
10318,HIP 95314 ,-0.19,-0.12,-0.09,
10319,HIP 95319 ,0.14,0.23,0.17,
10320,HIP 95320 ,-0.55,-0.59,-0.79,
10321,HIP 95322 ,0.1,0.14,0.19,
10322,HIP 29788 ,0.13,0.15,0.15,
10323,HIP 29789 ,0.07,0.12,0.19,
10325,HIP 95333 ,-1.79,-1.42,-1.48,
10327,HIP 29804 ,0.47,0.44,0.42,
10328,HIP 29807 ,0.08,0.28,0.26,
10329,HIP 95350 ,-0.1,-0.07,-0.08,
10330,HIP 62583 ,0.14,0.13,0.14,
10332,HIP 95362 ,-0.05,-0.1,-0.16,
10333,2MASS 19294013+4125007 ,0.02,-0.06,-0.01,
10336,HIP 95370 ,-0.06,0.04,0.06,
10337,HIP 95373 ,-0.12,-0.08,-0.07,
10338,HIP 62606 ,0.15,0.12,0.24,
10339,HIP 62607 ,-0.57,-0.37,-0.43,
10340,HIP 62608 ,0.08,0.33,0.07,
10341,HIP 95375 ,-0.06,-0.03,-0.06,
10343,HIP 29843 ,0.15,0.1,0.1,
10344,HD 33335 ,0.12,0.2,0.08,
10345,HIP 62614 ,-0.35,-0.08,-0.22,
10346,HIP 29860 ,-0.06,0.06,-0.04,
10350,2MASS 19234989+4724226 ,0.14,0.08,0.02,
10351,HIP 95415 ,0.28,0.29,0.26,
10352,HIP 62651 ,-0.13,0.09,0.19,
10353,HIP 62653 ,-0.06,0.15,0.08,
10354,2MASS 19440169+4451123 ,-0.25,-0.21,-0.2,
10355,HD 105113b ,-0.37,-0.44,-0.42,
10356,HIP 95428 ,-0.12,-0.09,-0.09,
10357,HIP 62661 ,0.08,0.13,0.09,
10359,2MASS 19262470+3858326 ,-0.2,-0.16,-0.14,
10360,HIP 95446 ,-0.53,-0.41,-0.4,
10361,HIP 95447 ,0.42,0.49,0.42,
10362,HIP 95467 ,0.42,0.4,0.5,
10363,2MASS 19455907+4710583 ,-0.26,-0.24,-0.24,
10365,HIP 95481 ,0.06,0.03,0.09,
10366,B-00 02513 ,-1.31,-0.8,-0.95,
10367,HIP 29949 ,-0.03,0.33,0.34,
10369,HIP 29957 ,-0.23,-0.2,-0.2,
10371,HIP 29962 ,-0.19,0.17,-0.07,
10372,HIP 95498 ,-0.03,0.02,0.08,
10373,HIP 95501 ,0.02,0.06,-0.07,
10376,2MASS 19275040+4454000 ,-0.14,-0.08,-0.12,
10377,HIP 62743 ,-0.15,0.0,0.06,
10378,HIP 62747 ,-1.31,-0.87,-0.97,
10379,HIP 29982 ,0.07,0.08,0.06,
10380,HIP 95524 ,-1.01,-0.57,-0.7,
10381,HIP 29991 ,-0.15,-0.04,-0.13,
10382,HIP 29992 ,-1.5,-1.31,-1.19,
10383,HD 190655 ,0.37,0.19,0.52,
10386,HIP 62769 ,0.27,0.16,0.16,
10388,HIP 95545 ,-0.27,-0.13,-0.16,
10389,HIP 30023 ,0.08,0.03,0.04,
10391,HIP 62800 ,0.16,0.28,0.19,
10392,HIP 95568 ,0.07,0.05,0.04,
10393,HIP 30034 ,0.01,0.35,0.24,
10394,HIP 95572 ,0.15,0.1,0.05,
10395,HIP 30037 ,0.05,0.08,0.0,
10396,HIP 95576 ,-0.64,-0.17,-0.18,
10397,HIP 62809 ,-0.67,-0.37,-0.5,
10401,HIP 30057 ,0.32,0.22,0.27,
10402,HIP 30064 ,-0.2,-0.09,-0.09,
10403,HD 190319 ,0.14,0.18,0.08,
10404,HIP 30067 ,-0.22,-0.15,-0.21,
10405,HIP 62839 ,-0.47,-0.05,-0.23,
10407,HIP 95622 ,0.14,0.32,0.18,
10408,2MASS 19204172+7311434 ,-0.03,0.08,0.09,
10409,HIP 62857 ,0.14,0.15,0.13,
10410,2MASS 19234981+4912137 ,-0.17,-0.17,-0.17,
10412,HIP 30104 ,0.17,0.22,0.17,
10414,2MASS 19243895+5528233 ,0.22,0.12,0.18,
10415,HIP 30114 ,0.07,0.18,0.07,
10416,HIP 62882 ,-1.04,-0.72,-0.73,
10417,HIP 62886 ,0.24,0.3,0.27,
10418,HIP 95655 ,-0.08,-0.12,-0.12,
10419,HIP 95661 ,0.31,0.4,0.33,
10420,HIP 30129 ,0.02,0.04,-0.06,
10421,2MASS 19161775+4021576 ,0.2,0.08,0.14,
10422,HD 10442 ,0.08,-0.02,-0.14,
10423,HIP 62904 ,0.23,0.1,0.1,
10425,HIP 62915 ,0.08,0.24,0.18,
10426,HIP 95687 ,-0.17,-0.04,-0.11,
10428,HD 100287 ,0.04,0.1,-0.03,
10429,HD 232824 ,-0.06,-0.07,-0.04,
10431,HIP 30158 ,0.04,0.14,0.02,
10432,HIP 95693 ,-0.24,0.0,-0.09,
10434,HIP 62929 ,-0.09,0.01,-0.05,
10436,HIP 95703 ,-0.08,-0.13,-0.17,
10437,HIP 30170 ,-0.33,-0.05,-0.12,
10438,HIP 62944 ,0.28,0.58,0.63,
10440,HIP 62945 ,-0.49,-0.34,-0.36,
10441,HIP 30179 ,0.22,-0.06,0.19,
10443,HIP 95719 ,-0.15,-0.12,-0.08,
10444,HIP 95725 ,0.05,-0.01,0.06,
10445,2MASS 19392788+4838203 ,-0.09,-0.12,-0.11,
10446,HIP 62971 ,-0.23,-0.06,-0.09,
10447,HIP 95740 ,0.34,0.42,0.3,
10448,HIP 62979 ,-0.14,-0.05,-0.12,
10449,HIP 30220 ,0.07,0.06,0.08,
10451,HIP 30225 ,-0.02,-0.04,-0.04,
10452,HIP 95762 ,-0.13,0.07,0.09,
10453,HD 189035 ,-0.11,0.15,0.13,
10454,HIP 95764 ,0.08,0.16,0.15,
10455,HIP 30232 ,-0.16,-0.1,-0.1,
10456,HIP 95772 ,0.05,0.15,0.06,
10457,HIP 95776 ,-0.3,-0.11,-0.13,
10458,HIP 63009 ,0.27,0.18,0.26,
10459,HIP 30243 ,0.3,0.38,0.32,
10461,2MASS 19045995+4803393 ,-0.04,-0.04,-0.07,
10464,HIP 63023 ,-0.3,-0.31,-0.38,
10465,2MASS 19412225+4636081 ,0.04,0.0,0.01,
10466,HIP 30260 ,0.07,0.04,0.08,
10469,HIP 63033 ,0.34,0.43,0.36,
10472,HIP 63048 ,0.02,0.19,0.05,
10473,HIP 95821 ,0.33,0.26,0.31,
10474,HIP 95822 ,0.1,0.21,0.25,
10475,2MASS 19102900+4308300 ,0.18,0.14,0.18,
10476,HIP 63061 ,-0.42,-0.24,-0.27,
10477,HIP 95830 ,-0.1,0.22,0.18,
10478,2MASS 19482810+4342411 ,0.08,0.0,-0.03,
10479,HIP 95849 ,0.24,0.13,0.16,
10480,HIP 30314 ,0.01,0.17,0.08,
10483,HIP 30321 ,-0.14,0.04,0.17,
10485,2MASS 20305413+0625463 ,0.13,0.12,0.14,
10486,HIP 63093 ,-0.33,-0.1,-0.24,
10488,HIP 95866 ,0.14,0.23,0.26,
10489,HIP 63099 ,-0.1,-0.19,-0.14,
